,N,seed,n_gen,n_eval,score,time
636,20,0,7,4,0.431677947,7.57074213
637,15,0,7,4,0.429677557,11.01706624
638,10,0,7,4,0.436704544,9.697258711
639,5,0,7,4,0.435724127,14.12591338
640,50,0,7,5,0.447632666,7.335210085
641,45,0,7,5,0.448131331,9.123461962
642,40,0,7,5,0.447030902,6.757733107
643,35,0,7,5,0.446263651,7.46279788
644,30,0,7,5,0.445832154,4.590269566
645,25,0,7,5,0.4489498,5.404545307
646,20,0,7,5,0.444701583,3.585702658
647,15,0,7,5,0.442271543,4.364423513
648,10,0,7,5,0.450647853,3.040943623
649,5,0,7,5,0.44904782,3.623971462
650,50,0,7,6,0.015840719,7.916737318
651,45,0,7,6,0.016017383,11.19549465
652,40,0,7,6,0.016002794,7.907741785
653,35,0,7,6,0.016497724,10.38867664
654,30,0,7,6,0.01633533,6.763963223
655,25,0,7,6,0.01628442,10.16908622
656,20,0,7,6,0.016314376,6.910685301
657,15,0,7,6,0.016923456,9.768100977
658,10,0,7,6,0.016503173,6.6631639
659,5,0,7,6,0.017424851,9.313970566
660,50,0,7,7,0.490101186,6.430087328
661,45,0,7,7,0.48976522,9.248219967
662,40,0,7,7,0.491817312,5.961031675
663,35,0,7,7,0.488860367,8.10388279
664,30,0,7,7,0.488563292,6.099857092
665,25,0,7,7,0.492247376,7.29242754
666,20,0,7,7,0.491947346,4.367741346
667,15,0,7,7,0.488519497,5.359629154
668,10,0,7,7,0.491809928,4.331689358
669,5,0,7,7,0.495098578,4.956578732
670,50,0,7,8,0.462321465,7.787660837
671,45,0,7,8,0.46248149,10.86977482
672,40,0,7,8,0.463949162,7.231749773
673,35,0,7,8,0.463427668,9.108968496
674,30,0,7,8,0.463142803,6.606059074
675,25,0,7,8,0.463000664,8.672739029
676,20,0,7,8,0.461090689,5.991428852
677,15,0,7,8,0.46077498,8.441153288
678,10,0,7,8,0.466540657,6.141369104
679,5,0,7,8,0.463749429,7.908277035
680,50,0,7,9,0.447993352,9.929258585
681,45,0,7,9,0.447385682,11.65968585
682,40,0,7,9,0.445822822,8.479387522
683,35,0,7,9,0.448399027,10.71525431
684,30,0,7,9,0.444847669,7.590870857
685,25,0,7,9,0.448852721,10.44562531
686,20,0,7,9,0.446775989,8.803593874
687,15,0,7,9,0.446814478,11.24309087
688,10,0,7,9,0.451742187,7.761952162
689,5,0,7,9,0.452393213,11.03530788
690,50,0,7,10,0.417832283,8.04565835
691,45,0,7,10,0.416879818,9.23037529
692,40,0,7,10,0.417229539,6.574435472
693,35,0,7,10,0.418745853,9.048321962
694,30,0,7,10,0.415034525,7.798498154
695,25,0,7,10,0.418321664,8.092558861
696,20,0,7,10,0.416116936,5.677423
697,15,0,7,10,0.415756063,9.873782873
698,10,0,7,10,0.422259414,5.94204402
699,5,0,7,10,0.425807406,7.798120022
