,heuristic_param,train_seed,threshold,variance,update,acc,n_gen,score,elapsed_time,time_gen,n_eval_proc,n_eval_acc,n_eval
31,0.8,1,,,False,0.15625,31,0.4310334541235675,11.566739082336426,0.4084389209747314,527000,61523,588523
32,0.8,1,,,False,0.15625,32,0.4310334541235675,11.9222309589386,0.3551924228668213,534000,61523,595523
33,0.8,1,,,False,0.15625,33,0.4420941253493212,12.299966096878052,0.3774633407592773,541000,61523,602523
34,0.8,1,,,False,0.15625,34,0.4340687130017448,12.645530223846436,0.3452341556549072,548000,61523,609523
35,0.8,1,,,False,0.15625,35,0.566448241047229,13.050167322158812,0.4043545722961426,555000,61523,616523
36,0.8,1,,,False,0.15625,36,0.552237269677044,13.477275609970093,0.4268286228179931,562000,61523,623523
37,0.8,1,,,False,0.15625,37,0.552237269677044,13.830942392349243,0.3533852100372314,569000,61523,630523
38,0.8,1,,,True,0.49375,38,0.4397039482148049,14.238692998886108,0.4074835777282715,593000,70301,663301
39,0.8,1,,,False,0.49375,39,0.4397039482148049,14.58138871192932,0.3424479961395263,617000,70301,687301
40,0.8,1,,,False,0.49375,40,0.3385508299578731,14.918659687042236,0.337001085281372,641000,70301,711301
41,0.8,1,,,False,0.49375,41,0.3319854371720906,15.298712253570557,0.3796181678771972,665000,70301,735301
42,0.8,1,,,True,0.49375,42,0.1992517661102255,15.772368431091309,0.4733819961547851,689000,79079,768079
43,0.8,1,,,False,0.49375,43,0.191671131952353,16.225655555725098,0.4529469013214111,713000,79079,792079
44,0.8,1,,,False,0.49375,44,0.1407807833624311,16.621656894683838,0.3957278728485107,737000,79079,816079
45,0.8,1,,,False,0.49375,45,0.1020444638029361,17.107357263565063,0.4854018688201904,761000,79079,840079
46,0.8,1,,,True,0.15625,46,0.6107302508207673,17.69188380241394,0.5843002796173096,768000,87010,855010
47,0.8,1,,,False,0.15625,47,0.6107302508207673,18.10525059700012,0.4131255149841308,775000,87010,862010
48,0.8,1,,,False,0.15625,48,0.6713414568075565,18.480010509490967,0.3744652271270752,782000,87010,869010
49,0.8,1,,,False,0.15625,49,0.6713414568075565,18.84223818778992,0.3618664741516113,789000,87010,876010
50,0.8,1,,,False,0.15625,50,0.492131534379189,19.182533979415894,0.3399434089660644,796000,87010,883010
51,0.8,1,,,False,0.15625,51,0.5882755311705743,19.509549379348755,0.3267397880554199,803000,87010,890010
52,0.8,1,,,False,0.15625,52,0.5882755311705743,19.850818395614624,0.3410096168518066,810000,87010,897010
53,0.8,1,,,False,0.15625,53,0.5815620363125529,20.203986644744877,0.352898359298706,817000,87010,904010
