,heuristic_param,seed,n_gen,score,accuracy,variance,update,elapsed_time_proc,elapsed_time_acc,elapsed_time
4432,"[10, 3]",50,16,36431263.84728428,0.0889552977577175,4896780752628.327,False,20.343321800231934,2.084665060043335,22.42798686027527
4433,"[10, 3]",50,17,36431263.84728428,0.0889552977577175,5703073681332.415,False,21.54858350753784,2.084665060043335,23.633248567581177
4434,"[10, 3]",50,18,37009309.98562011,0.0889552977577175,6564788601255.398,False,22.73431420326233,2.084665060043335,24.818979263305664
4435,"[10, 3]",50,19,37009309.98562011,0.0889552977577175,4942191360218.682,False,23.870540380477905,2.084665060043335,25.95520544052124
4436,"[10, 3]",50,20,37009309.98562011,0.0889552977577175,5618807978058.406,False,25.13633108139038,2.084665060043335,27.22099614143372
4437,"[10, 3]",50,21,37009309.98562011,0.0889552977577175,6742933395766.951,False,26.38008117675781,2.084665060043335,28.464746236801147
4438,"[10, 3]",50,22,37009309.98562011,0.0889552977577175,5216026135881.636,False,27.67142367362976,2.084665060043335,29.756088733673096
4439,"[10, 3]",50,23,37009309.98562011,0.0889552977577175,5106586365337.766,False,29.004921913146973,2.084665060043335,31.089586973190308
4440,"[10, 3]",50,24,37009309.98562011,0.0889552977577175,5099022960612.614,False,30.064204216003414,2.084665060043335,32.14886927604675
4441,"[10, 3]",50,25,37009309.98562011,0.0889552977577175,4073122127305.823,False,31.26447296142578,2.084665060043335,33.34913802146912
4442,"[10, 3]",50,26,37009309.98562011,0.0889552977577175,5201152011030.46,True,32.37217855453491,3.17677640914917,35.54895496368408
4443,"[10, 3]",50,27,37009309.98562011,0.0889552977577175,5251703690255.377,False,33.373878479003906,3.17677640914917,36.55065488815308
4444,"[10, 3]",50,28,37009309.98562011,0.0889552977577175,5289909892953.644,False,34.588003396987915,3.17677640914917,37.764779806137085
4445,"[10, 3]",50,29,37009309.98562011,0.0889552977577175,4647645213164.78,False,35.80403661727905,3.17677640914917,38.98081302642822
4446,"[10, 3]",50,30,37009309.98562011,0.0889552977577175,5522703481243.987,False,37.03961777687073,3.17677640914917,40.2163941860199
