,heuristic_param,seed,n_gen,score,accuracy,threshold,variance,elapsed_time_proc,elapsed_time_acc,elapsed_time
192,5,13,13,36368929.35263738,0.0634375,0.95,4903539441122.79,16.859829664230347,18.262571811676025,35.12240386009216
193,5,14,0,35639756.67016233,0.0634375,0.95,6225389019420.89,1.137326717376709,2.231192350387573,3.3685216903686523
194,5,14,1,35639756.67016233,0.0634375,0.95,4855440882056.397,2.33746600151062,3.434267997741699,5.7717366218566895
195,5,14,2,35639756.67016233,0.0634375,0.95,4337190139518.736,3.54549241065979,4.636594295501709,8.182089805603027
196,5,14,3,35639756.67016233,0.0634375,0.95,4864735494654.581,4.607255697250366,5.731324672698975,10.33858346939087
197,5,14,4,35814375.41134774,0.0634375,0.95,3952991536681.6426,5.826387166976929,6.974662780761719,12.801053285598757
198,5,14,5,36535255.36576175,0.0634375,0.95,6233409235057.434,6.938160181045532,8.104110956192017,15.042276382446287
199,5,14,6,36535255.36576175,0.0634375,0.95,3008236287051.595,8.136369228363037,9.3348228931427,17.471194744110107
200,5,14,7,36535255.36576175,0.0634375,0.95,3852483312259.118,9.279629468917848,10.512475728988647,19.792107105255127
201,5,14,8,36535255.36576175,0.0634375,0.95,6231224504309.405,10.451101541519163,11.709024429321287,22.16012978553772
202,5,14,9,36535255.36576175,0.0634375,0.95,3927483546444.175,11.712274074554443,13.01037859916687,24.722654819488525
203,5,14,10,36535255.36576175,0.0634375,0.95,3588718928925.3994,12.870750427246094,14.227312803268433,27.09806632995605
204,5,14,11,36535255.36576175,0.0634375,0.95,4768423681658.212,13.969340562820436,15.318986892700195,29.288330078125
205,5,14,12,36535255.36576175,0.0634375,0.95,3845946843986.889,15.065644025802612,16.48155951499939,31.54720664024353
206,5,14,13,36535255.36576175,0.0634375,0.95,3866215642517.615,16.24972438812256,17.69639825820923,33.94612526893616
207,5,14,14,36535255.36576175,0.0634375,0.95,5192906149013.706,17.395192861557007,18.85091209411621,36.246108293533325
208,5,15,0,33705447.99193486,0.0634375,0.95,3769390330794.776,1.304875135421753,2.378521203994751,3.683398723602295
209,5,15,1,33705447.99193486,0.0634375,0.95,3498373196729.8623,2.500295639038086,3.6130542755126953,6.113352060317993
210,5,15,2,34944376.75325983,0.0634375,0.95,5397360762037.19,3.7301371097564697,4.850200414657593,8.580340385437012
211,5,15,3,34944376.75325983,0.0634375,0.95,2471701678839.1323,4.851720809936523,5.981069564819336,10.832806587219238
212,5,15,4,34944376.75325983,0.0634375,0.95,6279021808969.896,6.082478761672974,7.238380193710327,13.320860862731934
213,5,15,5,34944376.75325983,0.0634375,0.95,6188736172481.395,7.215985536575317,8.374508380889893,15.590496063232422
214,5,15,6,35368973.13357851,0.0634375,0.95,4575054648746.931,8.482971429824829,9.678706169128418,18.161680698394772
215,5,15,7,35722800.48005,0.0634375,0.95,3825014369436.728,9.434341192245483,10.686359643936155,20.12070345878601
216,5,15,8,35722800.48005,0.0634375,0.95,4969533282955.921,10.658140897750854,11.94101095199585,22.599154472351078
217,5,15,9,35722800.48005,0.0634375,0.95,4746839683063.505,11.877991914749146,13.194564580917358,25.072561740875244
218,5,15,10,36845619.12529828,0.0634375,0.95,7505279452964.485,12.8651704788208,14.254965782165527,27.12013912200928
219,5,15,11,36845619.12529828,0.0634375,0.95,4667028566975.835,14.027093648910522,15.455929279327393,29.4830265045166
220,5,15,12,36845619.12529828,0.0634375,0.95,5231042156329.081,15.116167306900024,16.59294557571411,31.709116220474243
221,5,15,13,36845619.12529828,0.0634375,0.95,5438625459742.403,16.28570032119751,17.81366801261902,34.09937238693237
222,5,15,14,36845619.12529828,0.0634375,0.95,4673024453852.599,17.464775323867798,19.03963661193848,36.50441479682922
223,5,16,0,35378539.17354836,0.0634375,0.95,6346974041865.255,1.273212194442749,2.2211737632751465,3.49439001083374
224,5,16,1,35665266.65170604,0.0634375,0.95,5006343581849.094,2.3611831665039062,3.3315417766571045,5.692727565765381
225,5,16,2,36020325.10503109,0.0634375,0.95,5856915591207.046,3.518718242645264,4.531827211380005,8.050547361373901
226,5,16,3,36149120.86893087,0.0634375,0.95,4986641671920.1,4.805072784423828,5.821703910827637,10.626779556274414
227,5,16,4,36149120.86893087,0.0634375,0.95,5043816220786.041,6.022674322128296,7.094955205917358,13.117632389068604
228,5,16,5,36149120.86893087,0.0634375,0.95,5333443320373.021,7.308258056640625,8.400431632995605,15.708693265914915
229,5,16,6,36149120.86893087,0.0634375,0.95,4779376517055.926,8.629004716873169,9.79069709777832,18.41970372200012
230,5,16,7,36149120.86893087,0.0634375,0.95,5599989184235.006,9.66900897026062,10.87585425376892,20.54486608505249
231,5,16,8,36149120.86893087,0.0634375,0.95,5574536430750.999,10.983270168304443,12.259828567504885,23.243102073669437
232,5,16,9,36098300.78400172,0.0634375,0.95,4855786217927.98,12.246939182281494,13.586683750152588,25.83362507820129
233,5,16,10,36098300.78400172,0.0634375,0.95,3605046296501.119,13.21656608581543,14.597890853881836,27.8144588470459
234,5,16,11,36098300.78400172,0.0634375,0.95,5038008113997.47,14.446747541427612,15.86649250984192,30.313241958618164
235,5,16,12,36098300.78400172,0.0634375,0.95,4763028939892.712,15.664185762405396,17.139172077178955,32.80335998535156
236,5,16,13,36098300.78400172,0.0634375,0.95,6143695752111.687,16.808691024780273,18.33318519592285,35.14187955856323
237,5,17,0,35332686.28851653,0.0634375,0.95,4854656089250.812,1.219796657562256,2.296180963516236,3.515980958938598
